ecoregion	taxon	metabolite	direction	flux_2015	flux_2016	flux_diff_2016-2015
West	polaribacter	R_3httdca	import	0.0	-0.2311252148739365	-0.2311252148739365
East	pelagibacter	L_Aspartate	export	0.0	0.2303494387752922	0.2303494387752922
East	synechococcus	cobalt2	import	-0.2306312697983635	-0.0005765831277322	0.23005468667063128
Central	pelagibacter	tre	export	0.0	0.2298906283439377	0.2298906283439377
East	roseobacter	tsul	export	0.2288851284918971	0.0	-0.2288851284918971
Central	prochlorococcus	ppt	import	0.0	-0.2288227530852613	-0.2288227530852613
Central	polaribacter	thr__L	export	0.0	0.2287598820753552	0.2287598820753552
Central	polaribacter	fum	export	0.0001732078723827	0.2285923948336057	0.228419186961223
North	prochlorococcus	Thioredoxin	import	-0.2282508483596692	0.0	0.2282508483596692
East	polaribacter	slnt	export	0.2281041723546542	0.0	-0.2281041723546542
East	pelagibacter	R_3h6atha	export	0.22765461342658	0.0	-0.22765461342658
Central	pelagibacter	btn	export	0.2268769088140761	0.0	-0.2268769088140761
East	roseobacter	4hba	export	0.0074270228199564	0.2339934577483284	0.22656643492837197
West	polaribacter	ser__D	import	-0.2264734176742129	0.0	0.2264734176742129
Central	pelagibacter	gly_glu__L	export	0.0	0.2262560274389419	0.2262560274389419
Central	roseobacter	glyc	export	0.0	0.2261479513758143	0.2261479513758143
North	roseobacter	mso3	export	0.225929220552563	0.0	-0.225929220552563
Central	polaribacter	L_Aspartate	export	0.3204572374410566	0.0947058052922678	-0.2257514321487888
North	synechococcus	cobalt2	import	0.0	-0.2254081993956172	-0.2254081993956172
East	polaribacter	ser__D	import	-0.2253258465515681	0.0	0.2253258465515681
West	prochlorococcus	L_Asparagine	export	0.2252092666157383	0.0	-0.2252092666157383
West	polaribacter	malthp	import	-0.2248906389066876	0.0	0.2248906389066876
East	roseobacter	indole	import	-0.2240688373708639	0.0	0.2240688373708639
East	roseobacter	arbt6p	import	-0.2239362147892274	0.0	0.2239362147892274
West	roseobacter	actn__R	export	0.2233405586227222	0.0	-0.2233405586227222
Central	prochlorococcus	succ	import	-0.0047414859469324	-0.2280141069393764	-0.223272620992444
North	roseobacter	acon_C	export	0.0	0.2230275735847669	0.2230275735847669
West	polaribacter	acald	import	-0.2208946257667313	0.0	0.2208946257667313
Central	roseobacter	ptrc	export	0.0008254146480773	0.2210115178470358	0.22018610319895848
Central	roseobacter	galctn__L	import	-0.2201078395476418	0.0	0.2201078395476418
Central	roseobacter	gua	export	0.0760094972288314	0.295952903481982	0.21994340625315062
West	roseobacter	asp__D	import	-0.2196585265814092	0.0	0.2196585265814092
Central	roseobacter	cit	import	-0.2189826075810504	0.0	0.2189826075810504
East	roseobacter	creat	export	0.218215923587199	0.0	-0.218215923587199
North	roseobacter	phenona	export	0.2181616592806724	0.0	-0.2181616592806724
Central	synechococcus	pi	import	-0.2193254290954172	-0.001335487318679	0.2179899417767382
East	polaribacter	fe3pyovd_kt	import	-0.0063608972000455	-0.2241736300520942	-0.2178127328520487
Central	prochlorococcus	adocbl	export	0.0	0.2173710705994593	0.2173710705994593
Central	roseobacter	alaleu	export	0.000937096599361	0.2181493055591139	0.2172122089597529
West	polaribacter	lysglugly	export	0.0890978673450512	0.3062858767721321	0.21718800942708089
Central	roseobacter	dxyl	import	-0.2171553897444817	0.0	0.2171553897444817
Central	pelagibacter	ppoh	import	-0.2171522585662591	0.0	0.2171522585662591
Central	pelagibacter	glyb	import	0.0	-0.2164521549941492	-0.2164521549941492
Central	roseobacter	arbt6p	import	-0.0920844117494054	-0.3079206724524275	-0.2158362607030221
East	roseobacter	ocdca	export	0.0006096739182314	0.2158430978897724	0.215233423971541
East	polaribacter	metox__R	import	-0.0222123368083502	-0.2370407434279219	-0.2148284066195717
Central	pelagibacter	bz	import	0.0	-0.214683003804208	-0.214683003804208
Central	prochlorococcus	N_Acetylornithine	export	0.0	0.2140743522037135	0.2140743522037135
Central	polaribacter	metox__R	export	0.2147411138906817	0.0016581547966807	-0.21308295909400102
West	prochlorococcus	h	import	-0.215650225737673	-0.0030370732001077	0.2126131525375653
East	roseobacter	agm	import	0.0	-0.2118811421642237	-0.2118811421642237
East	pelagibacter	lys__L	import	-0.3282088950570392	-0.1164536078034674	0.2117552872535718
East	pelagibacter	fuc	export	0.0	0.2111212377595147	0.2111212377595147
Central	prochlorococcus	pro__L	export	0.0	0.2110841638795956	0.2110841638795956
East	roseobacter	fer	export	0.018276877953739	0.22894660748012	0.210669729526381
East	roseobacter	dxyl	export	0.0	0.2101452638319624	0.2101452638319624
East	roseobacter	4hpro_LT	import	-0.0089189438204367	-0.2187339153505623	-0.2098149715301256
West	roseobacter	ptsla	import	-0.3683263229776929	-0.1585730171905459	0.20975330578714702
Central	roseobacter	ca2	import	0.0	-0.2096592793548847	-0.2096592793548847
East	prochlorococcus	na1	import	-0.2092080744406249	0.0	0.2092080744406249
North	polaribacter	udcpp	import	0.0	-0.2087537112580086	-0.2087537112580086
West	roseobacter	tcynt	import	-0.254056686959176	-0.0457977184797148	0.20825896847946118
Central	roseobacter	vacc	export	0.2072504476480718	0.0	-0.2072504476480718
East	polaribacter	adn	import	-0.2065245408918275	0.0	0.2065245408918275
West	synechococcus	cu2	export	0.2065215907336337	4.369558661469999e-05	-0.20647789514701897
Central	roseobacter	h2s	import	-0.0024669866337846	-0.2084851079758718	-0.2060181213420872
North	pelagibacter	phenona	import	-0.2084157880641479	-0.0026469517064616	0.2057688363576863
West	roseobacter	ribflv	export	0.2058560005862936	0.0001203438295124	-0.2057356567567812
West	polaribacter	LalaDgluMdapDala	import	-0.2056384031379507	0.0	0.2056384031379507
Central	roseobacter	ga	export	0.0	0.2052686485378121	0.2052686485378121
East	polaribacter	4ahmmp	export	0.0	0.2051980741267416	0.2051980741267416
North	pelagibacter	glygln	export	0.2046650386715217	0.0	-0.2046650386715217
West	polaribacter	LalaDgluMdap	export	0.2044401546589279	0.0	-0.2044401546589279
West	roseobacter	crn	import	-0.2044375365578942	0.0	0.2044375365578942
East	roseobacter	glucan4	export	0.1314636194098866	0.3357435049769785	0.20427988556709192
North	roseobacter	acald	import	-0.2035551720145268	0.0	0.2035551720145268
East	pelagibacter	id3acald	import	0.0	-0.2032210113113544	-0.2032210113113544
East	roseobacter	buts	export	0.0028812093302767	0.2057523557902261	0.20287114645994941
North	synechococcus	cl	export	0.2027165619525493	0.0	-0.2027165619525493
West	polaribacter	L_Glutamate	import	-0.2033617152920066	-0.0007342010516307	0.20262751424037592
West	pelagibacter	cit	import	-0.2142054247996158	-0.0116545510599106	0.2025508737397052
Central	roseobacter	glucan6	export	0.2024276300548547	0.0	-0.2024276300548547
North	pelagibacter	xylu__L	import	-0.2024032664843785	0.0	0.2024032664843785
Central	pelagibacter	gthrd	export	0.2021544996550016	0.0	-0.2021544996550016
Central	roseobacter	phe__L	export	0.2008647866921779	0.0	-0.2008647866921779
Central	polaribacter	ser__D	import	-0.2000613228789955	0.0	0.2000613228789955
East	roseobacter	3mb	import	-0.1987506681922234	0.0	0.1987506681922234
Central	polaribacter	gal_bD	export	0.0	0.1985098624586509	0.1985098624586509
Central	polaribacter	R3hdec4e	import	-0.1984969301795804	0.0	0.1984969301795804
Central	polaribacter	gly_asn__L	import	-0.1984588577812943	0.0	0.1984588577812943
West	pelagibacter	glygln	import	-0.2306860321276326	-0.0322677562053051	0.19841827592232752
Central	roseobacter	indole	import	-0.1980758434983516	0.0	0.1980758434983516
West	synechococcus	h	export	0.0	0.1979733386654027	0.1979733386654027
Central	pelagibacter	ac	export	0.2003269904600235	0.0024392522430234	-0.1978877382170001
East	polaribacter	tgt	export	0.0	0.1976971519375801	0.1976971519375801
Central	roseobacter	enter	export	0.407332289283615	0.2098116932585826	-0.19752059602503239
Central	polaribacter	dcyt	import	-0.1974782376992954	0.0	0.1974782376992954
Central	polaribacter	R_3hppta	export	0.0069810826957239	0.2044427890078833	0.1974617063121594
Central	polaribacter	15dap	import	-0.1972408619894003	0.0	0.1972408619894003
Central	polaribacter	gly_glu__L	import	0.0	-0.1970320261114812	-0.1970320261114812
East	roseobacter	cu2	export	0.0	0.1967511628761334	0.1967511628761334
West	polaribacter	tsul	import	0.0	-0.1958295793941669	-0.1958295793941669
North	roseobacter	malthx	export	0.1958049574560539	0.0	-0.1958049574560539
East	roseobacter	hpta	import	0.0	-0.1953845991391531	-0.1953845991391531
East	polaribacter	g3ps	import	-0.2312067952349843	-0.4263052032402888	-0.1950984080053045
Central	polaribacter	h2o	export	0.1951092540746902	0.0001841405587084	-0.1949251135159818
East	prochlorococcus	Thioredoxin	import	-0.2264653994587988	-0.0315686117788275	0.1948967876799713
East	pelagibacter	but	export	0.1941426036343854	0.0	-0.1941426036343854
East	roseobacter	ca2	export	0.0	0.1938579677036892	0.1938579677036892
East	roseobacter	salchs4fe	import	-0.1937132312351532	0.0	0.1937132312351532
West	prochlorococcus	amino_acid_pool	import	0.0	-0.1936401565093157	-0.1936401565093157
East	roseobacter	slnt	import	-0.2390543036992004	-0.0455866902264456	0.1934676134727548
Central	roseobacter	mso3	export	0.1924842509332447	0.0	-0.1924842509332447
Central	roseobacter	galctn__D	import	-0.0015264888337649	-0.1938988282125868	-0.1923723393788219
Central	polaribacter	salchs4fe	import	-0.0003250794619884	-0.1922925722962707	-0.1919674928342823
West	polaribacter	salchs4	import	-0.1928214172533285	-0.0009582984502214	0.19186311880310708
North	polaribacter	h2o	import	-0.1907834641708441	0.0	0.1907834641708441
East	polaribacter	tnt	export	0.0	0.1905485336169791	0.1905485336169791
East	roseobacter	acgam	export	0.1903404269208482	0.0	-0.1903404269208482
Central	pelagibacter	anhgm	export	0.1902731033061288	0.0001082496638807	-0.19016485364224808
East	synechococcus	pi	import	-0.1914945064475667	-0.001522973199106	0.1899715332484607
Central	prochlorococcus	co	export	0.0	0.1885237889972963	0.1885237889972963
East	polaribacter	ala_leu	import	0.0	-0.1883394305781852	-0.1883394305781852
Central	polaribacter	drib	import	-0.1882152420174762	-0.0004708174121402	0.187744424605336
East	roseobacter	cit	import	0.0	-0.1877215716642167	-0.1877215716642167
West	polaribacter	ala_L_thr__L	import	0.0	-0.1872471604287418	-0.1872471604287418
East	polaribacter	3mb	import	-0.0045665215969938	-0.1915186011680002	-0.1869520795710064
North	pelagibacter	hxan	import	0.0	-0.1868013490839295	-0.1868013490839295
Central	polaribacter	ppa	export	0.0	0.1867514098303185	0.1867514098303185
North	prochlorococcus	ade	export	0.0	0.1864829258079468	0.1864829258079468
Central	polaribacter	h2s	import	-0.0451356617814126	-0.2313024500941469	-0.1861667883127343
West	polaribacter	R3hdec4e	import	-0.2258130727845731	-0.0396473685078634	0.1861657042767097
North	polaribacter	fe3dcit	import	-0.2055991011129271	-0.0194543227366953	0.18614477837623178
North	pelagibacter	23dappa	export	0.0	0.1860973949802926	0.1860973949802926
Central	roseobacter	h2	export	0.162455413124315	0.3483583234850704	0.1859029103607554
Central	pelagibacter	drib	export	0.0009994830522799	0.1867728430379001	0.1857733599856202
Central	roseobacter	L_Aspartate	export	0.1858863264009848	0.0002388592861586	-0.1856474671148262
West	pelagibacter	trp__L	export	0.0	0.184944960882213	0.184944960882213
East	prochlorococcus	pi	export	0.0	0.1845925621586476	0.1845925621586476
East	prochlorococcus	FAD	export	0.0	0.1837144478780316	0.1837144478780316
North	synechococcus	h	import	-0.2889098929039718	-0.105314874632764	0.18359501827120778
East	roseobacter	fe3pyovd_kt	import	-0.1830157337688361	0.0	0.1830157337688361
West	prochlorococcus	urea	import	-0.1826334719644874	0.0	0.1826334719644874
North	roseobacter	glyser	import	-0.1825554004981913	0.0	0.1825554004981913
West	polaribacter	chor	import	-0.1814627908295892	0.0	0.1814627908295892
East	pelagibacter	lys__D	import	-0.1381052859829379	-0.3190806961078788	-0.18097541012494092
East	polaribacter	arab__L	import	-0.0027170027867825	-0.183513013099262	-0.1807960103124795
North	polaribacter	L_Asparagine	import	-0.1804423562424691	0.0	0.1804423562424691
Central	roseobacter	mal__L	export	0.0	0.1798993054134556	0.1798993054134556
West	polaribacter	slnt	export	0.0160177037647923	0.1953843584708437	0.1793666547060514
North	prochlorococcus	cu2	import	-0.1795685594833541	-0.0012081949220011	0.17836036456135299
Central	synechococcus	no3	export	0.000335519748502	0.1784060543527627	0.1780705346042607
North	pelagibacter	etha	export	0.1787465301142044	0.0023406741749652	-0.17640585593923921
East	polaribacter	ala_his	import	0.0	-0.1759549998605145	-0.1759549998605145
East	prochlorococcus	cit	import	-0.175714446805125	0.0	0.175714446805125
Central	polaribacter	stfrnB	export	0.0067797706443162	0.181067729374782	0.1742879587304658
Central	polaribacter	gly_pro__L	export	0.0044111299595784	0.1786520573567686	0.1742409273971902
Central	pelagibacter	orn	export	0.0	0.1737632616849942	0.1737632616849942
North	pelagibacter	h2o2	import	-0.1727118927249458	0.0	0.1727118927249458
Central	pelagibacter	catechol	import	0.0	-0.1726429554052571	-0.1726429554052571
West	polaribacter	adn	import	-0.3024592757727471	-0.1303620860012539	0.17209718977149321
West	roseobacter	oxa	export	0.0006650113880678	0.172688900183393	0.1720238887953252
East	pelagibacter	pi	import	-0.198015659338004	-0.3691144805339693	-0.17109882119596528
Central	synechococcus	nh4	export	0.0	0.1707768996401127	0.1707768996401127
West	polaribacter	acnam	import	-0.2268311620526319	-0.0561763725006703	0.17065478955196162
East	synechococcus	leu__L_m	export	0.2133893297000253	0.0430735724258431	-0.1703157572741822
Central	roseobacter	val__D	import	0.0	-0.1697112331899375	-0.1697112331899375
East	prochlorococcus	met__L	import	-0.1695000341392577	0.0	0.1695000341392577
North	roseobacter	L_Glutamate	export	0.1693056110037498	0.0	-0.1693056110037498
Central	prochlorococcus	pro__L	import	-0.1692117354528965	0.0	0.1692117354528965
Central	roseobacter	malthp	import	-0.1691538704114167	0.0	0.1691538704114167
Central	roseobacter	ocdca	import	-0.1707362428342068	-0.0016256584686341	0.1691105843655727
East	polaribacter	malthp	import	-0.1693765817953197	-0.0003627388725804	0.1690138429227393
East	polaribacter	his__L	import	-0.1684951568322223	0.0	0.1684951568322223
Central	pelagibacter	glyser	import	0.0	-0.1682924228527433	-0.1682924228527433
Central	roseobacter	actn__R	import	-0.0175708015386615	-0.1858162361471976	-0.1682454346085361
North	roseobacter	g3ps	import	-0.1680263973353592	0.0	0.1680263973353592
North	prochlorococcus	L_Glutamate	export	0.0287779652251066	0.1963076277203722	0.1675296624952656
Central	roseobacter	ethso3	export	0.0031228881801174	0.1706410703613737	0.16751818218125628
Central	pelagibacter	glyc2p	export	0.167404219516693	0.0	-0.167404219516693
Central	roseobacter	ocdcea	import	0.0	-0.1668213326350439	-0.1668213326350439
Central	roseobacter	alatrp	import	-0.1667412009198489	0.0	0.1667412009198489
North	roseobacter	glyc3p	import	-0.1691113187100646	-0.0031149907854558	0.1659963279246088
East	roseobacter	galur	export	0.0	0.1656178676834105	0.1656178676834105
North	prochlorococcus	Amino_sugars	export	0.1652690993973468	0.0	-0.1652690993973468
East	pelagibacter	h2s	import	-0.1804818910744354	-0.0152774554679692	0.1652044356064662
West	roseobacter	ind3ac	export	0.1649214589661689	0.0	-0.1649214589661689
Central	polaribacter	ser__D	export	0.0	0.1643779081831238	0.1643779081831238
East	pelagibacter	bz	import	0.0	-0.1642564303230853	-0.1642564303230853
Central	polaribacter	orn	import	-0.1641152107068226	0.0	0.1641152107068226
North	roseobacter	gln__L	export	0.0	0.1639410995838771	0.1639410995838771
Central	polaribacter	sel	import	-0.0495991527194814	-0.2135028962322145	-0.1639037435127331
Central	synechococcus	so4	import	-0.0768934693111281	-0.2407253446385499	-0.16383187532742177
North	roseobacter	ppa	import	0.0	-0.1635337521480586	-0.1635337521480586
Central	roseobacter	phedca	export	0.163340454302339	0.0	-0.163340454302339
Central	polaribacter	cyan	export	0.0067891279537763	0.1698580559127967	0.1630689279590204
North	roseobacter	hishis	export	0.0023255172267106	0.1651135232135117	0.1627880059868011
North	roseobacter	nh4	import	0.0	-0.1623990496907922	-0.1623990496907922
North	pelagibacter	alltn	import	-0.0027164496457772	-0.16487904936345	-0.1621625997176728
Central	roseobacter	xyl__D	export	0.0	0.1616798859821921	0.1616798859821921
Central	polaribacter	fe3dcit	export	0.0	0.1612143397160167	0.1612143397160167
East	pelagibacter	gly_asn__L	import	0.0	-0.1608607890662568	-0.1608607890662568
West	roseobacter	dxyl	import	-0.3045538945134297	-0.1437569653901483	0.1607969291232814
North	polaribacter	indole	import	-0.1606837172958114	0.0	0.1606837172958114
West	pelagibacter	met__L	import	-0.0010647520123811	-0.1615636302149685	-0.1604988782025874
East	roseobacter	rmn	export	0.0117778131385294	0.1720569816364219	0.1602791684978925
East	polaribacter	4hba	export	0.0	0.1602277951368486	0.1602277951368486
East	pelagibacter	xyl__D	import	-0.017416296475613	-0.1774860798030036	-0.1600697833273906
East	prochlorococcus	ile__L	import	0.0	-0.1597085449626026	-0.1597085449626026
East	roseobacter	h2o2	import	-0.0236645522476307	-0.1832345882943006	-0.1595700360466699
North	pelagibacter	6pgc	import	-0.1590869211374938	0.0	0.1590869211374938
North	synechococcus	fe3	import	0.0	-0.1583822478673235	-0.1583822478673235
West	prochlorococcus	etoh	import	-0.1581292676960959	0.0	0.1581292676960959
Central	pelagibacter	d23hb	export	0.0	0.1579996872355097	0.1579996872355097
West	roseobacter	arbt	import	-0.1620887873873218	-0.0044253610550229	0.1576634263322989
East	pelagibacter	4hba	export	0.0015698271306894	0.158961440117044	0.1573916129863546
East	prochlorococcus	phe__L	import	-0.1573853034703179	0.0	0.1573853034703179
North	pelagibacter	zn2	import	-0.1571051836170885	0.0	0.1571051836170885
Central	prochlorococcus	THF_polyglutamate	import	0.0	-0.156845467009532	-0.156845467009532
North	synechococcus	nh4	export	0.1913614083862113	0.0350315994362329	-0.1563298089499784
West	polaribacter	pro__L	import	-0.1562177477640317	0.0	0.1562177477640317
Central	pelagibacter	his__L	export	0.0001198482347607	0.1557323090276456	0.1556124607928849
East	pelagibacter	6pgc	import	0.0	-0.1550469188202956	-0.1550469188202956
East	polaribacter	gly_pro__L	import	0.0	-0.1546087009888711	-0.1546087009888711
East	synechococcus	zn2	import	0.0	-0.1544226437534994	-0.1544226437534994
North	polaribacter	udcpdp	import	-0.1551837663929893	-0.0007871831036405	0.1543965832893488
Central	polaribacter	chol	export	0.0	0.1543184687194558	0.1543184687194558
North	roseobacter	cl	export	0.0	0.1539222698462989	0.1539222698462989
North	roseobacter	gly_glu__L	export	0.1560585589234901	0.0021809169288718	-0.1538776419946183
East	synechococcus	ptrc	export	0.0349231811505244	0.1886300934114096	0.1537069122608852
East	roseobacter	lys__D	export	0.0	0.1535533850367743	0.1535533850367743
Central	roseobacter	g3ps	export	0.1535114360164237	0.0	-0.1535114360164237
Central	polaribacter	duri	export	0.0	0.152909687460179	0.152909687460179
Central	polaribacter	gly_met	import	0.0	-0.1525471269162643	-0.1525471269162643
Central	roseobacter	hxan	import	0.0	-0.1521159456867491	-0.1521159456867491
East	roseobacter	hxa	import	0.0	-0.1520002830771392	-0.1520002830771392
Central	roseobacter	lcts	import	-0.0036040076357268	-0.1552311475895101	-0.1516271399537833
Central	synechococcus	leu__L_m	import	0.0	-0.151307765785303	-0.151307765785303
East	pelagibacter	tyr__L	import	-0.0217154944787477	-0.1724235009005753	-0.15070800642182758
East	pelagibacter	R_3htd5e	export	0.0	0.1505378348590204	0.1505378348590204
East	polaribacter	pyovd_kt	import	0.0	-0.1505106352987786	-0.1505106352987786
West	roseobacter	zn2	export	0.1507070593991037	0.0008347669384132	-0.1498722924606905
East	pelagibacter	glc__D	export	0.0	0.1496039149168445	0.1496039149168445
North	roseobacter	h2s	import	-0.1493909301503785	0.0	0.1493909301503785
North	polaribacter	stfrnA	import	-0.1493369125937521	0.0	0.1493369125937521
North	prochlorococcus	thymd	import	-2.0641134420614912e-05	-0.1490080342299217	-0.1489873930955011
North	polaribacter	14glucan	import	-0.1535449162746867	-0.0048246738444382	0.1487202424302485
East	polaribacter	co2	import	0.0	-0.148576108124389	-0.148576108124389
North	pelagibacter	alaleu	import	-0.0061700572706587	-0.1547431712111854	-0.1485731139405267
North	pelagibacter	nh4	export	0.0030403300955831	0.1515814730008833	0.14854114290530018
Central	roseobacter	hisgly	export	0.0041906597602763	0.1527167549447095	0.1485260951844332
North	roseobacter	ptrc	import	-0.1494440039607409	-0.000980292464796	0.1484637114959449
East	polaribacter	h2o2	import	-0.0057424787295338	-0.154042230430938	-0.14829975170140422
North	polaribacter	tsul	import	-0.1480935432530549	0.0	0.1480935432530549
Central	synechococcus	mobd	export	0.1480200809664675	2.2008739613861457e-06	-0.1480178800925061
East	pelagibacter	enter	import	0.0	-0.1479677937278008	-0.1479677937278008
East	pelagibacter	cu2	export	0.0	0.1479086958035608	0.1479086958035608
West	polaribacter	etoh	export	0.1478982587398357	0.0	-0.1478982587398357
Central	polaribacter	thm	export	0.0106827198844828	0.1581966261379298	0.147513906253447
East	roseobacter	rib__D	export	0.0	0.1475121184663148	0.1475121184663148
North	polaribacter	cgly	import	0.0	-0.1472794957680137	-0.1472794957680137
East	roseobacter	gly_pro__L	export	0.0	0.1472259948929924	0.1472259948929924
East	pelagibacter	R_3hnonaa	export	0.0	0.1471535924822595	0.1471535924822595
West	roseobacter	glygln	export	0.1470340524475854	0.0	-0.1470340524475854
East	roseobacter	mnl	import	0.0	-0.1465576969543026	-0.1465576969543026
East	roseobacter	etoh	export	0.0270680819382926	0.1736018558131744	0.14653377387488178
East	roseobacter	ethso3	import	-0.0004645295574516	-0.1468289354145366	-0.146364405857085
North	roseobacter	cgly	export	0.1461682990140941	0.0	-0.1461682990140941
West	polaribacter	tyr__L	import	-0.1816777494593012	-0.0355942987875013	0.1460834506717999
East	pelagibacter	gthox	export	0.0	0.1459691156039441	0.1459691156039441
West	polaribacter	ocdcea	import	-0.1507408658012606	-0.0048001364116973	0.1459407293895633
North	polaribacter	so4	export	0.0038539389572868	0.1493304521643773	0.14547651320709049
West	pelagibacter	phenona	import	-0.015532819517945	-0.1609035149017177	-0.1453706953837727
North	polaribacter	k	export	0.1554024400067499	0.0100357024294149	-0.145366737577335
East	pelagibacter	23dappa	import	-0.0004729916125488	-0.145838965153426	-0.1453659735408772
East	prochlorococcus	cobalt2	export	0.0	0.1452578462246765	0.1452578462246765
East	pelagibacter	co	import	-0.2319424541339764	-0.0870916603657258	0.1448507937682506
North	roseobacter	melib	import	-0.00030650668866	-0.1451083661846706	-0.1448018594960106
West	prochlorococcus	nh4	export	0.1315795125152385	0.2759581319172861	0.14437861940204758
North	polaribacter	thm	import	0.0	-0.1433221447591266	-0.1433221447591266
West	roseobacter	co	import	-0.0025238316174792	-0.1458370358818527	-0.1433132042643735
Central	roseobacter	hpta	import	-0.0053518098904505	-0.1486554742581942	-0.1433036643677437
East	roseobacter	gua	export	0.008538321243503	0.1517108033505672	0.14317248210706418
East	prochlorococcus	etoh	import	0.0	-0.1431170016463527	-0.1431170016463527
Central	roseobacter	ppa	export	0.0	0.1428948639526323	0.1428948639526323
West	roseobacter	met__L	import	-0.142061438081833	0.0	0.142061438081833
East	pelagibacter	etha	export	0.0	0.1420553782300041	0.1420553782300041
East	prochlorococcus	amino_acid_pool	export	0.0026226930734467	0.1444835189613529	0.1418608258879062
Central	roseobacter	4hphac	export	0.0	0.1418379053659076	0.1418379053659076
West	polaribacter	hxan	import	-0.1413844053833946	0.0	0.1413844053833946
East	pelagibacter	btn	import	-0.5224440770798554	-0.3814753412427407	0.14096873583711472
East	pelagibacter	glymet	import	-0.0256393182414308	-0.166598014335579	-0.14095869609414818
Central	roseobacter	but	import	-0.349733083601727	-0.2090509489693762	0.1406821346323508
East	polaribacter	gly_asp__L	import	-0.0063881649965787	-0.1470639198207228	-0.1406757548241441
East	prochlorococcus	THF_polyglutamate	export	0.0	0.1404919439862662	0.1404919439862662
East	polaribacter	thym	import	0.0	-0.1404595952539407	-0.1404595952539407
North	prochlorococcus	his__L	import	-0.1443146150410808	-0.0039151998688009	0.1403994151722799
Central	polaribacter	citr__L	import	-0.0168059204556749	-0.1568567782881561	-0.14005085783248122
Central	roseobacter	gthox	import	0.0	-0.1399000037363411	-0.1399000037363411
East	pelagibacter	4ahmmp	export	0.0	0.1393491004045376	0.1393491004045376
East	polaribacter	ala_L_thr__L	import	-0.0072727390080684	-0.1462034151957251	-0.1389306761876567
East	polaribacter	sucr	import	-0.0089335776015784	-0.1478118398091855	-0.1388782622076071
East	polaribacter	fol	import	0.0	-0.1387838800093285	-0.1387838800093285
West	roseobacter	cit	import	-0.1418822815589432	-0.0035051103526061	0.1383771712063371
East	pelagibacter	25dkglcn	export	0.139382906952903	0.0011869716546315	-0.1381959352982715
East	roseobacter	S_Malate	export	0.0	0.1379657880008666	0.1379657880008666
East	pelagibacter	malt	export	0.0	0.1378664825576954	0.1378664825576954
Central	roseobacter	lys__L	import	-0.137735248648592	0.0	0.137735248648592
East	polaribacter	R_3hhdca	import	-0.1376932444998616	0.0	0.1376932444998616
North	roseobacter	ura	import	-0.0011533402789806	-0.1386595512231061	-0.13750621094412552
West	roseobacter	malthp	import	-0.1469282669071536	-0.0094410031398495	0.1374872637673041
West	polaribacter	4abz	import	0.0	-0.137473729459997	-0.137473729459997
North	synechococcus	o2	import	-0.1369545044022979	0.0	0.1369545044022979
North	roseobacter	fru	export	0.1369164022087049	0.0	-0.1369164022087049
East	pelagibacter	cu2	import	-0.1368331273652732	0.0	0.1368331273652732
East	pelagibacter	4hphac	import	-0.0177626074480488	-0.1545305420606259	-0.13676793461257708
North	polaribacter	h2o	export	0.0	0.1362125506828158	0.1362125506828158
North	roseobacter	glucan4	export	0.010270864306706	0.1464698768852831	0.13619901257857708
Central	polaribacter	gua	import	-0.0234099089516969	-0.1596014057208711	-0.1361914967691742
West	pelagibacter	oxa	import	0.0	-0.1360174401843747	-0.1360174401843747
East	polaribacter	xyl__D	export	0.0118956263260578	0.1478228540830684	0.13592722775701058
East	pelagibacter	udcpp	export	0.0180671876549924	0.1538529272098296	0.1357857395548372
North	prochlorococcus	L_Asparagine	import	-0.1355099246908482	0.0	0.1355099246908482
Central	roseobacter	val__D	export	0.1354345701014985	0.0	-0.1354345701014985
Central	polaribacter	gly_gln	export	0.0084780071018691	0.1435406334831126	0.1350626263812435
Central	roseobacter	ca2	export	0.1349880632620393	0.0	-0.1349880632620393
North	prochlorococcus	k	export	0.003900898342092	0.1379578018519389	0.1340569035098469
East	roseobacter	glyphe	export	0.0	0.1334929543026524	0.1334929543026524
East	polaribacter	xtsn	import	-0.0065824399416056	-0.1399579020432952	-0.1333754621016896
Central	polaribacter	met_L_ala__L	import	0.0	-0.1329118043211427	-0.1329118043211427
East	roseobacter	isetac	import	0.0	-0.1328268499883703	-0.1328268499883703
West	synechococcus	arg__L	import	-0.1342514117691606	-0.0014654980225958	0.13278591374656482
Central	polaribacter	2m35mdntha	import	-0.1324219474337134	0.0	0.1324219474337134
North	pelagibacter	lys__D	export	0.1318824783298917	0.0	-0.1318824783298917
East	prochlorococcus	o2	export	0.131700347794192	0.0	-0.131700347794192
East	pelagibacter	R_3h6atha	import	0.0	-0.1313626699063428	-0.1313626699063428
North	synechococcus	cl	import	0.0	-0.1313278802598346	-0.1313278802598346
West	polaribacter	progly	import	-0.2270259695485723	-0.0960394087482171	0.1309865608003552
East	roseobacter	tet	export	0.1309575602231559	0.0	-0.1309575602231559
North	pelagibacter	phe__L	export	0.1306264799293373	0.0	-0.1306264799293373
Central	roseobacter	ttdca	export	0.4100304411138413	0.5401082219630446	0.13007778084920335
North	roseobacter	glygly	import	0.0	-0.1299186144895985	-0.1299186144895985
North	roseobacter	xyl__D	export	0.0010664231348613	0.1308843632429016	0.1298179401080403
