taxon	sample_id	flux	metabolite	direction
polaribacter	Central_2015	-0.1183821530602654	glc__D	import
polaribacter	Central_2015	-0.0001191518745567	glcur	import
polaribacter	Central_2015	0.0903162213648691	gln__L	export
polaribacter	Central_2015	-0.00772504819957855	glutar	import
polaribacter	Central_2015	-0.19845885778129438	gly_asn__L	import
polaribacter	Central_2015	-0.0061205296621398	gly_asp__L	import
polaribacter	Central_2015	-1.3180696906692961	gly_cys	import
polaribacter	Central_2015	0.0084780071018691	gly_gln	export
polaribacter	Central_2015	-0.0069170877672644	gly_leu	import
polaribacter	Central_2015	0.0295323402261964	gly_phe	export
polaribacter	Central_2015	0.004411129959578449	gly_pro__L	export
polaribacter	Central_2015	-0.0004606713769246	gly_tyr	import
polaribacter	Central_2015	-0.0034263344464356	glyb	import
polaribacter	Central_2015	-0.0881674995039437	glyc3p	import
polaribacter	Central_2015	7.105008091797876	glyc	export
polaribacter	Central_2015	0.0036622274609262	glyglygln	export
polaribacter	Central_2015	0.07981756280234405	gsn	export
polaribacter	Central_2015	-0.00247486552322535	gthrd	import
polaribacter	Central_2015	-0.0234099089516969	gua	import
polaribacter	Central_2015	-0.0069630418887504	h2	import
polaribacter	Central_2015	0.6127288488138551	h2o2	export
polaribacter	Central_2015	0.1951092540746902	h2o	export
polaribacter	Central_2015	-0.0451356617814126	h2s	import
polaribacter	Central_2015	-2.5287270399673805	h	import
polaribacter	Central_2015	-0.19192377770940583	his__L	import
polaribacter	Central_2015	0.0003580121318878	hxan	export
polaribacter	Central_2015	-0.00107258606497195	id3acald	import
polaribacter	Central_2015	-0.1280281038005815	ile__L	import
polaribacter	Central_2015	-0.02637786984145695	ind3ac	import
polaribacter	Central_2015	0.0005137410539707	indole	export
polaribacter	Central_2015	-1.5774162675962895	inost	import
polaribacter	Central_2015	-0.0033954326178203312	istfrnA	import
polaribacter	Central_2015	8.459370841230932e-05	istfrnB	export
polaribacter	Central_2015	-0.0876113125020743	k	import
polaribacter	Central_2015	0.00053243959978985	leu__L_m	export
polaribacter	Central_2015	-0.2627583514176565	lys__L	import
polaribacter	Central_2015	-0.0141820904604131	lysglugly	import
polaribacter	Central_2015	-0.0585787265157587	m_xyl	import
polaribacter	Central_2015	0.0048651256558067	mal__L	export
polaribacter	Central_2015	0.00576609968904125	malt	export
polaribacter	Central_2015	-0.14448439926558904	malthp	import
polaribacter	Central_2015	-0.0320691999399192	man1p	import
polaribacter	Central_2015	-0.2838545692127305	melib	import
polaribacter	Central_2015	0.0020778226982891097	meoh	export
polaribacter	Central_2015	0.0040933891898714	met_L_ala__L	export
polaribacter	Central_2015	-0.0067723278148665	met__D	import
polaribacter	Central_2015	-0.043656118234924664	met__L	import
polaribacter	Central_2015	0.21474111389068173	metox__R	export
polaribacter	Central_2015	0.023208636901006035	metox	export
polaribacter	Central_2015	-0.0059066188474305335	mg2	import
polaribacter	Central_2015	0.0006731598834288666	mn2	export
polaribacter	Central_2015	-0.00372952342350775	mobd	import
polaribacter	Central_2015	0.0019246116939958	nac	export
polaribacter	Central_2015	0.0043877106530143	ncam	export
polaribacter	Central_2015	2.015744844161436	nh4	export
polaribacter	Central_2015	-0.29492540705212894	nmn	import
polaribacter	Central_2015	-7.178317307762887	no2	import
polaribacter	Central_2015	-0.0069815127041134	no3	import
polaribacter	Central_2015	-9.242657126226904	o2	import
polaribacter	Central_2015	-0.12373042721623388	ocdcea	import
polaribacter	Central_2015	-0.16411521070682267	orn	import
polaribacter	Central_2015	0.0004552168120974	oxa	export
polaribacter	Central_2015	-0.0010078668071673998	p_xyl	import
polaribacter	Central_2015	-0.2831761461375688	phe__L	import
polaribacter	Central_2015	0.0008164973710689501	phehpa	export
polaribacter	Central_2015	0.0010612976222491	pheme	export
polaribacter	Central_2015	-0.0046536891961689	pheocta	import
polaribacter	Central_2015	-0.059826476753120104	pi	import
polaribacter	Central_2015	-0.0068952719394764	ppa	import
polaribacter	Central_2015	-0.0007656327556891	ppap	import
polaribacter	Central_2015	-0.35273241121472276	pro__L	import
polaribacter	Central_2015	-0.2974728872603505	progly	import
polaribacter	Central_2015	-0.0003936524922129002	pta	import
polaribacter	Central_2015	-0.0022090428103893	ptrc	import
polaribacter	Central_2015	0.0171479856325377	pydxn	export
polaribacter	Central_2015	0.5066747676749221	pyovd_kt	export
polaribacter	Central_2015	0.004298671358866918	pyr	export
polaribacter	Central_2015	0.0048612734365666	rib__D	export
polaribacter	Central_2015	-0.0031229033701213	salchs2fe	import
polaribacter	Central_2015	0.27698836046135367	salchs4	export
polaribacter	Central_2015	-0.0003250794619884	salchs4fe	import
polaribacter	Central_2015	0.0002893801657143	salchsx	export
polaribacter	Central_2015	-0.09663375640694082	sbt__D	import
polaribacter	Central_2015	-0.049599152719481496	sel	import
polaribacter	Central_2015	-0.20006132287899558	ser__D	import
polaribacter	Central_2015	1.315934406628199	ser__L	export
polaribacter	Central_2015	-0.063517073300353	serglugly	import
polaribacter	Central_2015	0.0068955252142994	skm	export
polaribacter	Central_2015	0.009011024081046249	slnt	export
polaribacter	Central_2015	-0.0051756130605111	so3	import
polaribacter	Central_2015	-0.0035366369972554025	so4	import
polaribacter	Central_2015	0.0010163354411802	spmd	export
polaribacter	Central_2015	0.0010014295052605	stfrnA	export
polaribacter	Central_2015	0.0067797706443162	stfrnB	export
polaribacter	Central_2015	0.0067821813308369	sucr	export
polaribacter	Central_2015	0.00326460490197165	tcynt	export
polaribacter	Central_2015	-0.0002192380105936	tgt	import
polaribacter	Central_2015	0.010682719884482867	thm	export
polaribacter	Central_2015	-0.5121585548611609	thr__L	import
polaribacter	Central_2015	-0.0069729643755859	thym	import
polaribacter	Central_2015	-0.006206491666661999	thymd	import
polaribacter	Central_2015	0.00018605067276519996	tnt	export
polaribacter	Central_2015	-0.0215842158913344	trp__L	import
polaribacter	Central_2015	-0.003408870626575535	tsul	import
polaribacter	Central_2015	-0.2929602490139982	tyr__L	import
polaribacter	Central_2015	0.00280902238417545	udcpdp	export
polaribacter	Central_2015	-0.0011977022627735	udcpp	import
polaribacter	Central_2015	-0.0845937160571644	ura	import
polaribacter	Central_2015	0.0016429046213829	uri	export
polaribacter	Central_2015	-0.0033668287422161107	val__L	import
polaribacter	Central_2015	-0.03326740969910845	xtsn	import
polaribacter	Central_2015	0.0046290611213633	xyl__D	export
polaribacter	Central_2015	0.0016303585451281	zn2	export
polaribacter	Central_2016	-0.46259176186261525	14glucan	import
polaribacter	Central_2016	0.0005004667264039512	15dap	export
polaribacter	Central_2016	0.000289023644447	2ddglcn	export
polaribacter	Central_2016	0.005645166007956799	2m35mdntha	export
polaribacter	Central_2016	2.4308550725405937	35dnta	export
polaribacter	Central_2016	1.6860897998494562	3mb	export
polaribacter	Central_2016	0.0006067607657354682	4abz	export
polaribacter	Central_2016	-2.3536689912929805	4ahmmp	import
polaribacter	Central_2016	-0.0675309677559046	4hba	import
polaribacter	Central_2016	-0.29515750508314575	4hbald	import
polaribacter	Central_2016	-0.9302591652252912	4hbz	import
polaribacter	Central_2016	0.0008497662342300718	5drib	export
polaribacter	Central_2016	0.46460491490310635	Glycine	export
polaribacter	Central_2016	0.009366403922939734	L_Alanine	export
polaribacter	Central_2016	-0.42885855600538514	L_Asparagine	import
polaribacter	Central_2016	0.0947058052922678	L_Aspartate	export
polaribacter	Central_2016	-0.11595345628721747	L_Cystine	import
polaribacter	Central_2016	-0.3168143275355681	L_Glutamate	import
polaribacter	Central_2016	0.03260551012308023	LalaDgluMdapDala	export
polaribacter	Central_2016	0.3094893344754252	LalaDgluMdap	export
polaribacter	Central_2016	-0.00411107309847685	LalaDglu	import
polaribacter	Central_2016	1.3189940590013838	LalaLglu	export
polaribacter	Central_2016	0.0006531080008942044	R3hdec4e	export
polaribacter	Central_2016	27.954332818406673	R_3hhdca	export
polaribacter	Central_2016	0.02446501931613303	R_3hpba	export
polaribacter	Central_2016	0.20444278900788335	R_3hppta	export
polaribacter	Central_2016	-0.27548886333161854	R_3hpt	import
polaribacter	Central_2016	3.504024396543821e-05	R_3httdca	export
polaribacter	Central_2016	0.32180132333194494	abt	export
polaribacter	Central_2016	-0.4645222789354053	ac	import
polaribacter	Central_2016	0.34104522545503324	acac	export
polaribacter	Central_2016	-0.24007648800872805	acald	import
polaribacter	Central_2016	-0.5361017454650634	acglu	import
polaribacter	Central_2016	-0.309908346855622	acnam	import
polaribacter	Central_2016	-1.7796310387525585	actn__R	import
polaribacter	Central_2016	0.38583638677163046	ad	export
polaribacter	Central_2016	0.0909843601678539	adn	export
polaribacter	Central_2016	-0.3263423942299407	ala_L_asp__L	import
polaribacter	Central_2016	0.0362561608896275	ala_L_glu__L	export
polaribacter	Central_2016	0.09078243738618623	ala_L_thr__L	export
polaribacter	Central_2016	0.34484053236221834	ala__D	export
polaribacter	Central_2016	0.3142575359879933	ala_gln	export
polaribacter	Central_2016	-0.003332018916183767	ala_his	import
polaribacter	Central_2016	-0.7853519068768844	ala_leu	import
polaribacter	Central_2016	-0.003991509516568551	alagly	import
polaribacter	Central_2016	-0.00110945519236985	anhgm	import
polaribacter	Central_2016	0.061674795986502495	arab__L	export
polaribacter	Central_2016	0.3898192708079624	arg__L	export
polaribacter	Central_2016	-0.4096450756295356	aso3	import
polaribacter	Central_2016	-0.464593772752429	but	import
polaribacter	Central_2016	0.3221082999193285	bz	export
polaribacter	Central_2016	0.13186619581663214	ca2	export
polaribacter	Central_2016	0.9515421271634668	cgly	export
polaribacter	Central_2016	-0.009219302293776366	ch4s	import
polaribacter	Central_2016	0.1543184687194558	chol	export
polaribacter	Central_2016	-0.28450055916349576	chols	import
polaribacter	Central_2016	-0.30859128949748327	chor	import
polaribacter	Central_2016	0.0021646169107798997	cit	export
polaribacter	Central_2016	-0.1568567782881561	citr__L	import
polaribacter	Central_2016	-0.22981192111603055	cl	import
polaribacter	Central_2016	-0.00021774535289852603	co2	import
polaribacter	Central_2016	0.0002169847276799	cobalt2	export
polaribacter	Central_2016	0.13162274422832576	crn	export
polaribacter	Central_2016	-0.002179530124134	csn	import
polaribacter	Central_2016	-0.927049573946098	cu2	import
polaribacter	Central_2016	0.1698580559127967	cyan	export
polaribacter	Central_2016	0.0002345006067142	cytd	export
polaribacter	Central_2016	0.40536118935518256	d23hb	export
polaribacter	Central_2016	0.043853163026705964	dcyt	export
polaribacter	Central_2016	2.0972638024133374	dextrin	export
polaribacter	Central_2016	0.03811550874973894	dgsn	export
polaribacter	Central_2016	0.0334163903610166	din	export
polaribacter	Central_2016	-0.0004708174121402	drib	import
polaribacter	Central_2016	0.15290968746017905	duri	export
polaribacter	Central_2016	0.08913698177669743	enter	export
polaribacter	Central_2016	-0.27723962563126775	etha	import
polaribacter	Central_2016	-0.0304393588431321	fe2	import
polaribacter	Central_2016	-3.245127308100608	fe3	import
polaribacter	Central_2016	0.16121433971601679	fe3dcit	export
polaribacter	Central_2016	0.07576664288751435	fe3dhbzs3	export
polaribacter	Central_2016	0.00205006773536475	fe3pyovd_kt	export
polaribacter	Central_2016	1.8006547689850512	feenter	export
polaribacter	Central_2016	-0.00147031792482735	fol	import
polaribacter	Central_2016	0.00235701255325695	for	export
polaribacter	Central_2016	-0.2582883393103674	fru	import
polaribacter	Central_2016	0.2285923948336057	fum	export
polaribacter	Central_2016	0.0001274411095585	g3pc	export
polaribacter	Central_2016	-0.002322783824802	g3pi	import
polaribacter	Central_2016	-0.009418616923589349	g3ps	import
polaribacter	Central_2016	0.1985098624586509	gal_bD	export
polaribacter	Central_2016	-0.0011618266124781	gal	import
polaribacter	Central_2016	0.00020243892533160001	galur	export
polaribacter	Central_2016	0.008132538602222043	glcur	export
polaribacter	Central_2016	32.56036874945669	gln__L	export
polaribacter	Central_2016	-2.90590576787094e-05	glutar	import
polaribacter	Central_2016	0.08484657429995213	gly_asn__L	export
polaribacter	Central_2016	0.06786698376455602	gly_asp__L	export
polaribacter	Central_2016	-0.8703343016122856	gly_cys	import
polaribacter	Central_2016	0.14354063348311266	gly_gln	export
polaribacter	Central_2016	-0.19703202611148127	gly_glu__L	import
polaribacter	Central_2016	0.00024369332263214996	gly_leu	export
polaribacter	Central_2016	-0.15254712691626435	gly_met	import
polaribacter	Central_2016	-0.3075727082863703	gly_phe	import
polaribacter	Central_2016	0.1786520573567686	gly_pro__L	export
polaribacter	Central_2016	-6.402260662054997e-05	gly_tyr	import
polaribacter	Central_2016	0.11833592484574867	glyb	export
polaribacter	Central_2016	-0.0005960811319545392	glyc3p	import
polaribacter	Central_2016	0.10283094085652796	glyc	export
polaribacter	Central_2016	-3.1468417485300905e-05	glyglygln	import
polaribacter	Central_2016	0.1018475233876521	gsn	export
polaribacter	Central_2016	0.8501264523680642	gthrd	export
polaribacter	Central_2016	-0.15960140572087114	gua	import
polaribacter	Central_2016	-0.0170795138298807	h2	import
polaribacter	Central_2016	0.0006377066828219	h2o2	export
polaribacter	Central_2016	0.00018414055870847893	h2o	export
polaribacter	Central_2016	-0.23130245009414693	h2s	import
polaribacter	Central_2016	-0.2547261642500673	h	import
polaribacter	Central_2016	-0.3102983384289219	his__L	import
polaribacter	Central_2016	-0.30591096034164794	hxan	import
polaribacter	Central_2016	0.0007139265437162	id3acald	export
polaribacter	Central_2016	-0.1598430438807892	ile__L	import
polaribacter	Central_2016	0.05500139638745563	ind3ac	export
polaribacter	Central_2016	0.5005008840721382	indole	export
polaribacter	Central_2016	-0.0013699327198051336	inost	import
polaribacter	Central_2016	-0.23898602604636016	istfrnA	import
polaribacter	Central_2016	-0.2759895316732685	istfrnB	import
polaribacter	Central_2016	-0.023841565704463497	k	import
polaribacter	Central_2016	-0.3428236192476551	leu__L_m	import
polaribacter	Central_2016	0.0011236807707167	lys__L	export
polaribacter	Central_2016	-0.030767813963433362	lysglugly	import
polaribacter	Central_2016	-0.0632682207823116	m_xyl	import
polaribacter	Central_2016	0.0005106200075992001	mal__L	export
polaribacter	Central_2016	0.01715864645481593	malt	export
polaribacter	Central_2016	-0.7513515816455629	malthp	import
polaribacter	Central_2016	-0.042164018299878855	man1p	import
polaribacter	Central_2016	0.0013120532873025967	melib	export
polaribacter	Central_2016	-0.0002654573969612	meoh	import
polaribacter	Central_2016	-0.13291180432114272	met_L_ala__L	import
polaribacter	Central_2016	0.5484994690978494	met__D	export
polaribacter	Central_2016	0.08513252426741702	met__L	export
polaribacter	Central_2016	0.0016581547966807446	metox__R	export
polaribacter	Central_2016	-0.2357876219234152	metox	import
polaribacter	Central_2016	-0.00047064157761036665	mg2	import
polaribacter	Central_2016	-0.295794977433726	mn2	import
polaribacter	Central_2016	-0.462620680265496	mobd	import
polaribacter	Central_2016	0.00010743556472992645	nac	export
polaribacter	Central_2016	-0.24400962014192615	ncam	import
polaribacter	Central_2016	0.0004777188618072	nh4	export
polaribacter	Central_2016	0.42756941605154747	nmn	export
polaribacter	Central_2016	-0.1649566833215942	no2	import
polaribacter	Central_2016	0.3289233898175071	no3	export
polaribacter	Central_2016	-0.18908009728897324	o2	import
polaribacter	Central_2016	-0.030431313816183782	ocdcea	import
polaribacter	Central_2016	0.46629177074416006	orn	export
polaribacter	Central_2016	-0.4639988120026105	oxa	import
polaribacter	Central_2016	-0.9040245028726668	p_xyl	import
polaribacter	Central_2016	0.9263079951229872	phe__L	export
polaribacter	Central_2016	0.3121047652693157	phehpa	export
polaribacter	Central_2016	6.958611755689834	pheme	export
polaribacter	Central_2016	0.009726960921114466	pi	export
polaribacter	Central_2016	0.18675140983031854	ppa	export
polaribacter	Central_2016	-0.622063564700386	ppap	import
polaribacter	Central_2016	0.46555513157739203	pro__L	export
polaribacter	Central_2016	0.92677072442034	progly	export
polaribacter	Central_2016	-0.0575862347518183	ptrc	import
polaribacter	Central_2016	0.3130644010135328	pydxn	export
polaribacter	Central_2016	-0.0005566459299467188	pyovd_kt	import
polaribacter	Central_2016	-0.4729498247231074	pyr	import
polaribacter	Central_2016	0.9278558030787096	rib__D	export
polaribacter	Central_2016	-0.0017791768852235	salchs2fe	import
polaribacter	Central_2016	-0.46495068698162606	salchs4	import
polaribacter	Central_2016	-0.1922925722962707	salchs4fe	import
polaribacter	Central_2016	-0.00017005535835899188	salchsx	import
polaribacter	Central_2016	0.001068250524684328	sbt__D	export
polaribacter	Central_2016	-0.21350289623221455	sel	import
polaribacter	Central_2016	0.16437790818312384	ser__D	export
polaribacter	Central_2016	-0.8756278682015566	ser__L	import
polaribacter	Central_2016	0.31046975878303457	serglugly	export
polaribacter	Central_2016	0.3218099459944348	skm	export
polaribacter	Central_2016	0.08799040550141692	slnt	export
polaribacter	Central_2016	-0.0024210886301053	so3	import
polaribacter	Central_2016	-0.3037639792096497	so4	import
polaribacter	Central_2016	0.36983009022891977	spmd	export
polaribacter	Central_2016	0.04576695577836438	stfrnA	export
polaribacter	Central_2016	0.18106772937478202	stfrnB	export
polaribacter	Central_2016	0.009921317634323334	succ	export
polaribacter	Central_2016	-0.0025497550109868	sucr	import
polaribacter	Central_2016	-0.0316962596202243	tcynt	import
polaribacter	Central_2016	-0.27714550904339175	tgt	import
polaribacter	Central_2016	0.1581966261379298	thm	export
polaribacter	Central_2016	0.22875988207535522	thr__L	export
polaribacter	Central_2016	-0.13356921688695486	thym	import
polaribacter	Central_2016	-0.0005558974585666043	thymd	import
polaribacter	Central_2016	-0.4617773986905983	tnt	import
polaribacter	Central_2016	-0.11683053651084979	trp__L	import
polaribacter	Central_2016	0.0005736743054221998	tsul	export
polaribacter	Central_2016	7.9676772267087665	tyr__L	export
polaribacter	Central_2016	0.4694626954067152	udcpdp	export
polaribacter	Central_2016	-0.5334448859947738	udcpp	import
polaribacter	Central_2016	0.3599741164054762	ura	export
polaribacter	Central_2016	0.5180807981221136	uri	export
polaribacter	Central_2016	-0.12356261046860065	val__L	import
polaribacter	Central_2016	5.75413524201e-05	xtsn	export
polaribacter	Central_2016	-0.3798627730906426	xyl__D	import
polaribacter	Central_2016	-2.8917344275672567e-05	zn2	import
polaribacter	East_2015	-0.6491899851953814	14glucan	import
polaribacter	East_2015	-0.0058612107242588	15dap	import
polaribacter	East_2015	-0.01669940754807665	2ddglcn	import
polaribacter	East_2015	0.09688714257913654	2m35mdntha	export
polaribacter	East_2015	-0.0019548862834284503	35dnta	import
polaribacter	East_2015	-0.0045665215969938	3mb	import
polaribacter	East_2015	-0.0207288855147411	4abutn	import
polaribacter	East_2015	-0.00512246419412535	4abz	import
polaribacter	East_2015	-0.0063402774185158635	4ahmmp	import
polaribacter	East_2015	-0.0036665436385770007	4hba	import
polaribacter	East_2015	0.2317607084998348	4hbald	export
polaribacter	East_2015	0.01367851260697845	4hbz	export
polaribacter	East_2015	-0.01552917757922415	5drib	import
polaribacter	East_2015	0.00029966307639148806	Glycine	export
polaribacter	East_2015	-0.0236786828305729	L_Alanine	import
polaribacter	East_2015	-0.33630724105479115	L_Asparagine	import
polaribacter	East_2015	0.02023121642940405	L_Aspartate	export
polaribacter	East_2015	0.00351552766810395	L_Cystine	export
polaribacter	East_2015	-0.0017036508173562497	L_Glutamate	import
polaribacter	East_2015	-0.29925064618615294	LalaDgluMdapDala	import
polaribacter	East_2015	0.4243285044933878	LalaDgluMdap	export
polaribacter	East_2015	0.0198801925821038	LalaDglu	export
polaribacter	East_2015	-0.03808208744764955	LalaLglu	import
polaribacter	East_2015	-0.5695690475668701	R3hdec4e	import
polaribacter	East_2015	-0.13769324449986162	R_3hhdca	import
polaribacter	East_2015	0.00898286480115585	R_3hpba	export
polaribacter	East_2015	0.0235668747915409	R_3hppta	export
polaribacter	East_2015	-0.0036445297486725	R_3hpt	import
polaribacter	East_2015	-0.0009486011289387	R_3httdca	import
polaribacter	East_2015	0.0185090415237864	abt	export
polaribacter	East_2015	0.4568064373571882	ac	export
polaribacter	East_2015	-0.0583332827355756	acald	import
polaribacter	East_2015	-0.0023380439706664	acglu	import
polaribacter	East_2015	-0.5369186005766319	acnam	import
polaribacter	East_2015	0.0490425758681085	actn__R	export
polaribacter	East_2015	-0.2065245408918275	adn	import
polaribacter	East_2015	-0.02055764845632845	ala_L_asp__L	import
polaribacter	East_2015	-0.0241085979673143	ala_L_glu__L	import
polaribacter	East_2015	-0.007272739008068451	ala_L_thr__L	import
polaribacter	East_2015	-0.0185803945780928	ala__D	import
polaribacter	East_2015	0.0179134984489587	ala_gln	export
polaribacter	East_2015	0.28364369182859356	ala_his	export
polaribacter	East_2015	0.01567894051457435	ala_leu	export
polaribacter	East_2015	0.0122673176161548	alagly	export
polaribacter	East_2015	-0.0088689741723041	anhgm	import
polaribacter	East_2015	-0.00271700278678255	arab__L	import
polaribacter	East_2015	-0.09700573870057266	arg__L	import
polaribacter	East_2015	-7.862163133224496e-05	aso3	import
polaribacter	East_2015	0.005424279793597489	but	export
polaribacter	East_2015	-0.00890129827541555	bz	import
polaribacter	East_2015	-0.008949490213401967	ca2	import
polaribacter	East_2015	0.26886154225392095	cgly	export
polaribacter	East_2015	-0.598057980099918	ch4s	import
polaribacter	East_2015	7.540729624261078e-06	chol	export
polaribacter	East_2015	-0.0117797366338467	chols	import
polaribacter	East_2015	-0.3137295644903734	chor	import
polaribacter	East_2015	-0.0136877835194771	cit	import
polaribacter	East_2015	6.777098791399336	citr__L	export
polaribacter	East_2015	-0.0051541846854979	cl	import
polaribacter	East_2015	8.758420434629228	co2	export
polaribacter	East_2015	0.19466139632515286	cobalt2	export
polaribacter	East_2015	13.899184525386701	crn	export
polaribacter	East_2015	-0.0217245259768267	csn	import
polaribacter	East_2015	-0.009273003561787549	cu2	import
polaribacter	East_2015	0.0018703321462452	cyan	export
polaribacter	East_2015	-0.1113096068750547	cytd	import
polaribacter	East_2015	-0.007093056534772051	d23hb	import
polaribacter	East_2015	-0.0243962774042461	dad_2	import
polaribacter	East_2015	0.0179818155896635	dcyt	export
polaribacter	East_2015	-8.353726181516366	dextrin	import
polaribacter	East_2015	-0.0691128148093371	dgsn	import
polaribacter	East_2015	-0.0017920372709579	din	import
polaribacter	East_2015	-0.0017350469275955	drib	import
polaribacter	East_2015	0.00475284771230805	duri	export
polaribacter	East_2015	-0.0029190017471264987	enter	import
polaribacter	East_2015	-0.01769808131453135	etha	import
polaribacter	East_2015	-0.02109203827355909	etoh	import
polaribacter	East_2015	0.0031118720655683003	fe2	export
polaribacter	East_2015	-10.036865904399821	fe3	import
polaribacter	East_2015	-0.0009234785096772667	fe3dcit	import
polaribacter	East_2015	-0.009992818752297199	fe3dhbzs3	import
polaribacter	East_2015	-0.0063608972000455	fe3pyovd_kt	import
polaribacter	East_2015	4.014123698799848e-06	feenter	export
polaribacter	East_2015	0.009152004889888949	fol	export
polaribacter	East_2015	-5.236994700488292e-05	for	import
polaribacter	East_2015	8.369193261588762e-05	fum	export
polaribacter	East_2015	-0.019578163569242	g3pc	import
polaribacter	East_2015	0.004419618880378999	g3pi	export
polaribacter	East_2015	-0.2312067952349843	g3ps	import
polaribacter	East_2015	-0.0180622530853978	gal_bD	import
polaribacter	East_2015	-0.0105102622826534	gal	import
polaribacter	East_2015	0.04925188542509705	glc__D	export
polaribacter	East_2015	-0.0023708914054049	glcur	import
polaribacter	East_2015	0.02070435858416765	gln__L	export
polaribacter	East_2015	0.3897439735243554	glutar	export
polaribacter	East_2015	-0.017524848719930097	gly_asn__L	import
polaribacter	East_2015	-0.006388164996578701	gly_asp__L	import
polaribacter	East_2015	-0.01294397564305765	gly_cys	import
polaribacter	East_2015	0.00038209863482856904	gly_gln	export
polaribacter	East_2015	-0.0027754400213324502	gly_glu__L	import
polaribacter	East_2015	-0.008944221220872824	gly_leu	import
polaribacter	East_2015	-0.09169232208449983	gly_met	import
polaribacter	East_2015	-0.0150888167275222	gly_phe	import
polaribacter	East_2015	-0.0689960274458893	gly_tyr	import
polaribacter	East_2015	-5.264048114704746	glyb	import
polaribacter	East_2015	2.408021283710318	glyc3p	export
polaribacter	East_2015	1.5237167790475077	glyc	export
polaribacter	East_2015	-1.037317638040039	glyglygln	import
polaribacter	East_2015	0.29461911599081253	gsn	export
polaribacter	East_2015	-0.950732242903888	gthrd	import
polaribacter	East_2015	-0.1199351437726314	gua	import
polaribacter	East_2015	0.0168525567904229	h2	export
polaribacter	East_2015	-0.00574247872953385	h2o2	import
polaribacter	East_2015	3.607361003087498	h2o	export
polaribacter	East_2015	-0.15713606696321084	h2s	import
polaribacter	East_2015	-2.97006888849492	h	import
polaribacter	East_2015	-0.1684951568322223	his__L	import
polaribacter	East_2015	-0.06052633960782129	hxan	import
polaribacter	East_2015	0.018993361030052	id3acald	export
polaribacter	East_2015	-0.13627028313181844	ile__L	import
polaribacter	East_2015	0.0116076221915785	ind3ac	export
polaribacter	East_2015	0.4148436580104517	indole	export
polaribacter	East_2015	0.0178991142835205	inost	export
polaribacter	East_2015	0.0026898253310099	istfrnA	export
polaribacter	East_2015	-0.1056773482005221	k	import
polaribacter	East_2015	-0.0024494583016001	leu__L_m	import
polaribacter	East_2015	-0.33890340106276695	lys__L	import
polaribacter	East_2015	0.01436301584485045	lysglugly	export
polaribacter	East_2015	0.014668002440426	m_xyl	export
polaribacter	East_2015	-0.00027614006206810003	mal__L	import
polaribacter	East_2015	5.894678824168209e-05	malt	export
polaribacter	East_2015	-0.1693765817953197	malthp	import
polaribacter	East_2015	-0.31056963433831036	man1p	import
polaribacter	East_2015	0.011577338696408456	melib	export
polaribacter	East_2015	0.005211431316062605	meoh	export
polaribacter	East_2015	0.01177744193716915	met_L_ala__L	export
polaribacter	East_2015	0.00560960109295706	met__L	export
polaribacter	East_2015	-0.0222123368083502	metox__R	import
polaribacter	East_2015	-0.0357547737445596	metox	import
polaribacter	East_2015	-0.004439954224819267	mg2	import
polaribacter	East_2015	-0.2802805026137509	mn2	import
polaribacter	East_2015	0.0081126820965835	mobd	export
polaribacter	East_2015	0.08960803384553105	nac	export
polaribacter	East_2015	-1.0405054867949657	ncam	import
polaribacter	East_2015	0.9001483116103195	nh4	export
polaribacter	East_2015	-0.21079525113325556	nmn	import
polaribacter	East_2015	-0.0081970082471315	no2	import
polaribacter	East_2015	0.0026331902819806503	no3	export
polaribacter	East_2015	-8.290368789004852	o2	import
polaribacter	East_2015	-0.0436341532008779	ocdcea	import
polaribacter	East_2015	-0.2324204286756992	orn	import
polaribacter	East_2015	0.0180020386984012	oxa	export
polaribacter	East_2015	0.0180153787977183	p_xyl	export
polaribacter	East_2015	-0.2642343831462734	phe__L	import
polaribacter	East_2015	0.0118559549289276	phehpa	export
polaribacter	East_2015	0.045916607951209804	pheme	export
polaribacter	East_2015	0.007236625699943695	pheocta	export
polaribacter	East_2015	-0.11230994008371063	pi	import
polaribacter	East_2015	-0.27314332356518334	ppa	import
polaribacter	East_2015	9.43706043063011	ppap	export
polaribacter	East_2015	26.83137975060807	pro__L	export
polaribacter	East_2015	-0.1005353028396557	progly	import
polaribacter	East_2015	0.0124066520570527	pta	export
polaribacter	East_2015	-0.0127904521500374	ptrc	import
polaribacter	East_2015	0.00011001672432315	pydxn	export
polaribacter	East_2015	0.008967081393934432	pyovd_kt	export
polaribacter	East_2015	-0.0005829562016257	pyr	import
polaribacter	East_2015	0.0019327447343132995	rib__D	export
polaribacter	East_2015	0.0568569677885934	salchs2fe	export
polaribacter	East_2015	-0.0023398874706945	salchs4	import
polaribacter	East_2015	0.020858420388128348	salchs4fe	export
polaribacter	East_2015	-0.0149554228286901	salchsx	import
polaribacter	East_2015	0.0060803403647341995	sbt__D	export
polaribacter	East_2015	-0.003664348158627	sel	import
polaribacter	East_2015	-0.22532584655156815	ser__D	import
polaribacter	East_2015	1.6077835657523194	ser__L	export
polaribacter	East_2015	-1.0295307290451974	serglugly	import
polaribacter	East_2015	2.758824947610635	skm	export
polaribacter	East_2015	0.2281041723546542	slnt	export
polaribacter	East_2015	0.0269408278357948	so3	export
